年份,特材代碼,特材代碼前五碼,核價類別名稱,中英文品名,產品型號/規格,單位,支付點數,申請者簡稱,許可證字號,中文品名,英文品名,點數變更記錄
108,CGPG1LA801M4,CGPG1,"Guiding Catheter/冠狀動脈或末稍血管導引導管,Any Curve Style",,LA8-JL;JCL;SL;AL;SAL;EBU;JR;JCR;SR;AR;ALR;SAR;SCR;ECR;MAC;CHAMP;RBU-05:60;375;75-(SH);(重整為LA8XXX:LA8XXXXXXXXX;自1030701生效),EA,1513.0,美敦力,衛署醫器輸字第010246號,"""美敦力""浪曲導引導管                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ",LAUNCHER GUIDE CATHETER                                                                                                                                                                                                                         ,1
108,CGPG1LA802M4,CGPG1,"Guiding Catheter/冠狀動脈或末稍血管導引導管,Any Curve Style",,LA8-MB1:2;HSI:III;ELGAMAL;LCB;RCB(D);IMA(D);NOTO;3DRC;PK1W;MPHK;RDCK;SCR40K;MP1K-(SH),EA,1513.0,美敦力,衛署醫器輸字第010246號,"""美敦力""浪曲導引導管                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ",LAUNCHER GUIDE CATHETER                                                                                                                                                                                                                         ,1
108,CGPG1SC014Y7,CGPG1,MUTIFUNCTION　PROBING　CATHETER(多功能導管/引導與支持導線;更換導線;注射生理食鹽水或診斷用顯影劑),,SC-014-135;150;SC-018-090;135;150;SC-035-065;090;135;150((ASC-014-090;135;150);(ASC-018-090;135;150);(ASC-035-065;090;135;150)自1071101生效),EA,8604.0,美敦力,衛署醫器輸字第023310號,"""伊維三""崔爾巴特支持導管                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ","""EV3""TRAILBLAZER SUPPORT CATHETER                                                                                                                                                                                                               ",0
108,CGPG1SELE2M4,CGPG1,"Guiding Catheter/冠狀動脈或末稍血管導引導管,Any Curve Style",,6248DEL,EA,1513.0,美敦力,衛署醫器輸字第019363號,"""美敦力""艾坦賽勒傳送導管系統                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            ","""MEDTRONIC""ATTAIN SELECT II DELIVERY CATHETER SYSTEM                                                                                                                                                                                            ",1
108,CGPG1SELEVM4,CGPG1,"Guiding Catheter/冠狀動脈或末稍血管導引導管,Any Curve Style",,6248VI-90;90L;90P;90S;90SP;130;130L;130P,組,1513.0,美敦力,衛部醫器輸字第029792號,"""美敦力""艾坦賽勒傳送導管系統                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            ","""Medtronic"" Attain Select II+ SureValve Delivery Catheter System                                                                                                                                                                                ",1
108,CGPG1SHA01M4,CGPG1,"Guiding Catheter/冠狀動脈或末稍血管導引導管,Any Curve Style",,SA5:6-JL;JCL;SL;AL;ALR;SAL;EBU;JR;JCR;SR;AR;SAR;SCR;RBU;ECR;MAC;CHAMP-05:60;375;75-(SH);SA53RIGHT(SH),EA,1513.0,美敦力,衛署醫器輸字第019092號,"""美敦力""雪爾帕導引導管                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  ","""MEDTRONIC"" HERPA NX ACTIVE GUIDE CATHETERS                                                                                                                                                                                                     ",1
108,CGPG1SHA02M4,CGPG1,"Guiding Catheter/冠狀動脈或末稍血管導引導管,Any Curve Style",,SA5:6-MB1:2;MP1:2;MPST;HSI:III;ELGAMAL;LCB(D);IMA(D);RCB(D);RCBII;MRADIAL;MRESS;RRAD;NOTO(SH);SA63DRC(SH),EA,1513.0,美敦力,衛署醫器輸字第019092號,"""美敦力""雪爾帕導引導管                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  ","""MEDTRONIC"" HERPA NX ACTIVE GUIDE CATHETERS                                                                                                                                                                                                     ",1
108,CGPG1SHA03M4,CGPG1,"Guiding Catheter/冠狀動脈或末稍血管導引導管,Any Curve Style",,SA5-MODHSII;HSREL;MAC3030;LARA-(SH);SA6-RMHSII;CHAMP15:25K;IMAK;JR40K;MP1K;MPHK;PK1W;RDCK;SCR40K-(SH);(SA6RDND1K自1021001生效),EA,1513.0,美敦力,衛署醫器輸字第019092號,"""美敦力""雪爾帕導引導管                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  ","""MEDTRONIC"" HERPA NX ACTIVE GUIDE CATHETERS                                                                                                                                                                                                     ",1
108,CGPG1SHB01M4,CGPG1,"Guiding Catheter/冠狀動脈或末稍血管導引導管,Any Curve Style",,SB6:8-JL;JCL;SL;AL;SAL;EBU;JR;JCR;SR;AR;ALR;SAR;SCR;ECR;RBU;MAC;CHAMP-05:60;375;75-(SH),EA,1513.0,美敦力,衛署醫器輸字第018734號,"""美敦力""雪爾帕導引導管                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  ","""MEDTRONIC""SHERPA NX BALANCED GUIDE CATHETERS                                                                                                                                                                                                   ",1
108,CGPG1SHB02M4,CGPG1,"Guiding Catheter/冠狀動脈或末稍血管導引導管,Any Curve Style",,SB6:8-3DRC;MB1:2;MP1:2;HSI:III;RMHSII;ELGAMAL;LCB(D);RCB(D);RCBII;IMA(D);CHAMP15:25K;NOTO-(SH),EA,1513.0,美敦力,衛署醫器輸字第018734號,"""美敦力""雪爾帕導引導管                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  ","""MEDTRONIC""SHERPA NX BALANCED GUIDE CATHETERS                                                                                                                                                                                                   ",1
108,CGPG1SHB03M4,CGPG1,"Guiding Catheter/冠狀動脈或末稍血管導引導管,Any Curve Style",,SB6:8-MPST;IMAK;JR40K;MP1K;MPHK;PK1W;RDCK;SCR40K-(SH);SB7:8-3DRIGHT-(SH);SB6MRADIAL;MRESS;RRAD-(SH);(SB6RDND1K;SB6IMAK自1021001生效),EA,1513.0,美敦力,衛署醫器輸字第018734號,"""美敦力""雪爾帕導引導管                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  ","""MEDTRONIC""SHERPA NX BALANCED GUIDE CATHETERS                                                                                                                                                                                                   ",1
108,CGPG1TAHSTM4,CGPG1,MUTIFUNCTION　PROBING　CATHETER(多功能導管/引導與支持導線;更換導線;注射生理食鹽水或診斷用顯影劑),,TAOHST014-100;150,條,8604.0,美敦力,衛部醫器輸字第026960號,"""美敦力""通透可疏疏通導管                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ","""MEDTRONIC"" TOTAL ACROSS CROSSING CATHETER                                                                                                                                                                                                      ",0
108,CGS0100011VE,CGS01,"SHEATH(w/dilator)/長度<16cm,sidearm+valve,guidewire",,05;06;07;08;090011,SET,537.0,美敦力,衛署醫器輸字第009715號,"""艾必依""經皮下導引套                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ","""AVE"" PERCUTANEOUS CATHETER INTRODUCERS                                                                                                                                                                                                         ",1
108,CGS0100023VE,CGS01,"SHEATH(w/dilator)/長度16-40cm,sidearm+valve",,06;07;08;090023(06;07;08;09-0037A自1041101生效),組,887.0,美敦力,衛署醫器輸字第009715號,"""艾必依""經皮下導引套                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ","""AVE"" PERCUTANEOUS CATHETER INTRODUCERS                                                                                                                                                                                                         ",1
108,CGS011101AVE,CGS01,"SHEATH(w/dilator)/長度<16cm,sidearm+valve,guidewire",,05;06;07;08;091101A(01-010;110-1A;04-00-28;31;35-A自1041101生效),組,537.0,美敦力,衛署醫器輸字第009715號,"""艾必依""經皮下導引套                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ","""AVE"" PERCUTANEOUS CATHETER INTRODUCERS                                                                                                                                                                                                         ",1
108,CGS01440042C,CGS01,"SHEATH(w/dilator)/peel-away sheath,guidewire,needle",,8815544001:8815544003;8815544010;(8815544002;8815544003自1070501起刪除),組,785.0,美敦力,衛署醫器輸字第009666號,"""柯惠"" 慢性血液透析導管                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","""Covidien"" Chronic Hemodialysis Catheters                                                                                                                                                                                                       ",0
108,CGS01440132C,CGS01,"SHEATH(w/dilator)/peel-away sheath,guidewire,needle",,8815544013,SET,785.0,美敦力,衛署醫器輸字第009666號,"""柯惠""肯特利慢性血液透析導管:導引器組                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ","""COVIDIEN""KENDALL CHRONIC HEMODIALYSIS CATHETERS:SHEATH INTRODUCER                                                                                                                                                                              ",0
108,CGS016207DM4,CGS01,DUAL CHAMBER PEEL-AWAY INTRODUCER SET(2SHI+2DI+2GW+N+SY),,6207D:6212D,SET,1104.0,美敦力,衛署醫器輸字第010125號,"""美敦力""導線導引器                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      ","""MEDTRONIC"" PERCUTANEOUS LEAD INTRODUCERS                                                                                                                                                                                                       ",0
108,CGS016207SM4,CGS01,"SHEATH(w/dilator)/peel-away sheath,guidewire,needle",,6207S:6212S,SET,785.0,美敦力,衛署醫器輸字第010125號,"""美敦力""導線導引器                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      ","""MEDTRONIC"" PERCUTANEOUS LEAD INTRODUCERS                                                                                                                                                                                                       ",0
108,CGS0162BTKM4,CGS01,"SHEATH(w/dilator)/peel-away sheath,guidewire,needle",,6207BTK:6212BTK,SET,785.0,美敦力,衛署醫器輸字第010125號,"""美敦力""導線導引器                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      ","""MEDTRONIC"" PERCUTANEOUS LEAD INTRODUCERS                                                                                                                                                                                                       ",0
108,CGS0162MPRM4,CGS01,配合心臟整流去顫器結合心房同步雙心室節律器使用左心室傳送系統(不含導引線)/具整合式止血閥,,6250VI-MPR,組,6217.0,美敦力,衛部醫器輸字第026147號,"""美敦力""艾坦確保閥左心傳送系統(不含導引線)                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              ","""MEDTRONIC"" ATTAIN COMMAND+SUREVALVE LEFT-HEART DELIVERY SYSTEM                                                                                                                                                                                 ",1
108,CGS01ATT62M4,CGS01,配合心臟整流去顫器結合心房同步雙心室節律器使用左心室傳送系統/具整合式止血閥,,6250VIC;6250VIS,EA,6528.0,美敦力,衛部醫器輸字第026147號,"""美敦力""艾坦確保閥左心傳送系統                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          ","""MEDTRONIC"" ATTAIN COMMAND+SUREVALVE LEFT-HEART DELIVERY SYSTEM                                                                                                                                                                                 ",1
108,CGS01ATTCSM4,CGS01,配合心臟整流去顫器結合心房同步雙心室節律器使用左心室傳送系統,,6250C;6250S,EA,6377.0,美敦力,衛署醫器輸字第020259號,"""美敦力""艾坦左心室傳送系統                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              ","""MEDTRONIC"" ATTAIN COMMAND LEFT HEART DELIVERY SYSTEM                                                                                                                                                                                           ",1
108,CGS01SENSHM4,CGS01,"SHEATH(w/dilator)/長度16-40cm,sidearm+valve,3 way(radiology)",,SENSH-12;14;16;18;20;22;24;26-28W,組,887.0,美敦力,衛部醫器輸字第025824號,“美敦力”森特爾倫特親水性塗層血管導引鞘,“MEDTRONIC” SENTRANT INTRODUCER SHEATH WITH HYDROPHILIC COATING,1
108,CXE052AF23M4,CXE05,治療心房顫動之冷凍消融導管(自付差額),,2AF233;2AF283,條,70200.0,美敦力,衛部醫器輸字第025950號,"""美敦力""北極峰進階心臟冷凍消融導管(自付差額)                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            ","""MEDTRONIC""ARCTIC FRONT ADVANCE CARDIAC CRYOABLATION CATHETER                                                                                                                                                                                   ",0
108,FHPL2M5076M4,FHPL2,核磁共振相容心律調節器電極導線/EndocardialLead(MRIcompatible),,5076,條,14946.0,美敦力,衛部醫器輸字第026002號,"""美敦力""蓋普夏固定諾比核磁共振電極導線                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  ","""Medtronic"" CapSureFix Novus MRI SureScan Lead                                                                                                                                                                                                  ",0
108,FHPL2M5086M4,FHPL2,核磁共振相容心律調節器電極導線/EndocardialLead(MRIcompatible),,5086MRI,條,14946.0,美敦力,衛署醫器輸字第022853號,"""美敦力""蓋普夏核磁共振固定導線                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          ","""Medtronic"" CapSureFix MRI SureScan Lead                                                                                                                                                                                                        ",0
108,FHPL2MR174M4,FHPL2,核磁共振相容心律調節器電極導線/EndocardialLead(MRIcompatible),,4074;4574,條,14946.0,美敦力,衛署醫器輸字第024858號,"""美敦力""蓋普夏核磁共振導線                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              ","""Medtronic""CapSure Sense MRI SureScan Lead                                                                                                                                                                                                      ",0
108,CBP01MNCXXQR,CBP01,PTCA BALLOON CATHETER(Rapid-exchange),,MNC-200;225;250;275;300;350;400-08;10;13;15;18;23;28;30,條,6217.0,埃默高,衛部醫器輸字第027759號,"""渼瑞爾""莫利克冠狀動脈氣球擴張導管                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      ","""MERIL""MOZEC NC RX PTCA BALLOON DILATATION CATHETER                                                                                                                                                                                             ",0
108,CBP01MZXXXQR,CBP01,PTCA BALLOON CATHETER(Rapid-exchange),,MOZ12506:MOZ45041,EA,6217.0,埃默高,衛署醫器輸字第024957號,"""渼瑞爾""莫利克冠狀動脈氣球擴張導管(冠狀動脈)                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            ","""MERIL""MOZEC RX PTCA BALLOON DILATATION CATHETER                                                                                                                                                                                                ",0
108,CBP03EP75RCD,CBP03,PTCA BALLOON CATHETER(Rapid-exchange),,75R-06:30-200:400-N,EA,6217.0,埃默高,衛署醫器輸字第024499號,"""考迪斯""安博冠狀動脈擴張導管                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            ","""CORDIS""EMPIRA NC RX PTCA DILATATION CATHETER                                                                                                                                                                                                   ",0
108,CBP03EP85RCD,CBP03,PTCA BALLOON CATHETER(Rapid-exchange),,85R-06:30-150:400-S,EA,6217.0,埃默高,衛署醫器輸字第024492號,"""考迪斯""安博冠狀動脈擴張導管                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            ","""CORDIS""EMPIRA RX PTCA DILATATION CATHETER                                                                                                                                                                                                      ",0
108,CBP03EPNCRCD,CBP03,PTCA BALLOON CATHETER FOR CORONARY STENT/EA,,75R-06:30-200:400-N,條,6586.0,埃默高,衛署醫器輸字第024499號,"""考迪斯""安博冠狀動脈擴張導管                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            ","""CORDIS""EMPIRA NC RX PTCA DILATATION CATHETER                                                                                                                                                                                                   ",0
108,CBP06ELUT1QR,CBP06,塗藥或特殊塗層血管支架/自付差額,,SR#1:54,組,14099.0,埃默高,衛部醫器輸字第025942號,"""渼瑞爾""拜歐邁冠狀動脈塗藥支架系統(自付差額品項)                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        ","""MERIL""BIOMIME SIROLIMUS ELUTING CORONARY STENT SYSTEM                                                                                                                                                                                          ",0
108,CBP06ELUT1YR,CBP06,塗藥或特殊塗層血管支架/自付差額,,SER-25;30;35-14;18;23;28;32;38;(SER27;40-14;18;23;28;32;38自1060901生效),組,14099.0,埃默高,衛部醫器輸字第027982號,"""依莉瑟""迪瑟冠狀動脈塗藥支架系統(自付差額品項)                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          ","""ELIXIR""DESYNE NOVOLIMUS ELUTING CORONARY STENT SYSTEM                                                                                                                                                                                          ",0
108,CGPG15565FCD,CGPG1,"Guiding Catheter/冠狀動脈或末稍血管導引導管,Any Curve Style",,55600000:55628090,EA,1513.0,埃默高,衛署醫器輸字第008642號,"""考迪斯""導引導管                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        ","""CORDIS""VISTABRITETIP GUIDING CATHETERS                                                                                                                                                                                                         ",1
108,CGPG1574XNCD,CGPG1,"Guiding Catheter/冠狀動脈或末稍血管導引導管,Any Curve Style",,574-700:792;778-000:279-00:90,EA,1513.0,埃默高,衛署醫器輸字第008642號,"""考迪斯""導引導管                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        ","""CORDIS""VISTABRITETIP GUIDING CATHETERS                                                                                                                                                                                                         ",1
108,CGPG1586XNCD,CGPG1,"Guiding Catheter/冠狀動脈或末稍血管導引導管,Any Curve Style",,586-800:897;588-800-8116;(1020101修改為;586-800:897;588-800:813;588-815:899;5888-100:116),EA,1513.0,埃默高,衛署醫器輸字第008642號,"""考迪斯""導引導管                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        ","""CORDIS""VISTABRITETIP GUIDING CATHETERS                                                                                                                                                                                                         ",1
108,CGPG158882CD,CGPG1,"Guiding Catheter/冠狀動脈或末稍血管導引導管,Any Curve Style",,5888206:7;5888200:2,EA,1513.0,埃默高,衛署醫器輸字第008642號,"""考迪斯""導引導管                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        ","""CORDIS""VISTABRITETIP GUIDING CATHETERS                                                                                                                                                                                                         ",1
108,CGPG15888FCD,CGPG1,"Guiding Catheter/冠狀動脈或末稍血管導引導管,Any Curve Style",,588840P:58P;(588-800:8116;588815:588853(E;T);5888203:5;自95年7月1日生效),EA,1513.0,埃默高,衛署醫器輸字第008642號,"""考迪斯""導引導管                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        ","""CORDIS""VISTABRITETIP GUIDING CATHETERS                                                                                                                                                                                                         ",1
108,CGPG15989FCD,CGPG1,"Guiding Catheter/冠狀動脈或末稍血管導引導管,Any Curve Style",,598941P:49P;(598-900:999;598923E:598934E;5989203:5;自95年7月1日生效),EA,1513.0,埃默高,衛署醫器輸字第008642號,"""考迪斯""導引導管                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        ","""CORDIS""VISTABRITETIP GUIDING CATHETERS                                                                                                                                                                                                         ",1
108,CGPG16676FCD,CGPG1,"Guiding Catheter/冠狀動脈或末稍血管導引導管,Any Curve Style",,66700000:66728090,EA,1513.0,埃默高,衛署醫器輸字第008642號,"""考迪斯""導引導管                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        ","""CORDIS""VISTABRITETIP GUIDING CATHETERS                                                                                                                                                                                                         ",1
108,CGPG16706FCD,CGPG1,"Guiding Catheter/冠狀動脈或末稍血管導引導管,Any Curve Style",,67000000:67028090,EA,1513.0,埃默高,衛署醫器輸字第008642號,"""考迪斯""導引導管                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        ","""CORDIS""VISTABRITETIP GUIDING CATHETERS                                                                                                                                                                                                         ",1
108,CGPG1672ADCD,CGPG1,"Guiding Catheter/冠狀動脈或末稍血管導引導管,Any Curve Style",,672-00000:73600672-0040E:0820E672-0040L: 2780L,個,1513.0,埃默高,衛部醫器輸字第026410號,"""考迪斯""安卓特導引導管                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  ","""CORDIS""ADROIT GUIDING CATHETERS 6FR                                                                                                                                                                                                            ",1
